0	587	0.00096	0.00034	0.00027	0.00065	0.00013	0.00093	0.00030	0.00158	0.00410	0.00068
1	10788	0.00030	0.00037	0.00015	0.00051	0.00013	0.00243	0.00203	0.00028	0.00096	0.00060
2	20812	0.00358	0.00056	0.00026	0.00186	0.00032	0.00094	0.00135	0.00090	0.00059	0.00149
3	20942	0.00013	0.00015	0.00160	0.00018	0.00013	0.00049	0.00022	0.00040	0.00033	0.00040
4	20946	0.00023	0.00358	0.00038	0.00156	0.00062	0.00059	0.00175	0.00091	0.00024	0.00061
5	20965	0.00036	0.00027	0.00026	0.00069	0.00013	0.00031	0.00289	0.00059	0.00025	0.00030
6	30976	0.00090	0.00023	0.00127	0.00044	0.00003	0.00142	0.00022	0.00049	0.00087	0.00027
7	33087	0.00048	0.00037	0.00015	0.00034	0.00052	0.00003	0.00104	0.00041	0.00016	0.00054
8	34140	0.00028	0.00097	0.00015	0.00051	0.00197	0.00059	0.00045	0.00032	0.00035	0.00155
9	34191	0.00015	0.00029	0.00081	0.00088	0.00023	0.00114	0.00078	0.00044	0.00057	0.00165
10	34235	0.00024	0.00473	0.00060	0.00084	0.00081	0.00068	0.00123	0.00062	0.00099	0.00039
11	47165	0.00024	0.00031	0.00004	0.00143	0.00013	0.00049	0.00244	0.00034	0.00040	0.00021
12	53007	0.00041	0.00033	0.00037	0.00019	0.00119	0.00040	0.00040	0.00061	0.00015	0.00079
13	71787	0.00066	0.00013	0.00015	0.00029	0.00003	0.00058	0.00075	0.00033	0.00021	0.00119
14	71978	0.00041	0.00185	0.00005	0.00194	0.00013	0.00058	0.00174	0.00076	0.00016	0.00016
15	72246	0.00028	0.00027	0.00038	0.00041	0.00003	0.00270	0.00187	0.00046	0.00123	0.00029
16	73513	0.00034	0.00017	0.00026	0.00058	0.00023	0.00059	0.00053	0.00002	0.00143	0.00041
17	83671	0.00042	0.00163	0.00071	0.00066	0.00032	0.00131	0.00036	0.00079	0.00046	0.00100
18	97874	0.00014	0.00009	0.00049	0.00010	0.00013	0.00031	0.00007	0.00019	0.00025	0.00135
19	104597	0.00043	0.00036	0.00071	0.00014	0.00732	0.00022	0.00042	0.00075	0.00028	0.00088
20	113482	0.00222	0.00058	0.00406	0.00042	0.00042	0.00040	0.00012	0.00237	0.00124	0.00021
21	114737	0.00098	0.00045	0.00149	0.00079	0.00023	0.00050	0.00056	0.00190	0.00132	0.00030
22	121789	0.00063	0.00031	0.00027	0.00061	0.00042	0.00123	0.00030	0.00059	0.00047	0.00361
