1	43
2	14
3	264
4	39
5	17
6	378
7	31
8	32
9	493
10	5
11	8
12	262
13	13
14	52
15	60
16	542
17	79
18	39
19	69
20	79
21	47
22	15
23	29
24	313
25	101
26	16
27	10
28	23
29	30
30	4
31	24
32	33
33	194
34	13
35	42
36	12
37	121
38	18
39	91
40	5
41	27
42	37
43	99
44	13
45	9
46	11
47	36
48	29
49	43
50	23
51	28
52	74
53	9
54	13
55	19
56	10
57	6
58	16
59	191
60	337
61	6
62	38
63	17
64	12
65	9
66	17
67	17
68	112
69	25
70	9
71	8
72	229
73	116
74	38
75	7
76	6
77	347
78	12
79	20
80	30
81	7
82	28
83	17
84	17
85	33
86	46
87	14
88	161
89	27
90	20
91	9
92	23
93	31
94	67
95	8
96	5
97	22
98	8
99	331
100	330
101	12
102	28
103	11
104	33
105	37
106	8
107	43
108	89
109	38
110	80
111	17
112	51
113	147
114	6
115	25
116	51
117	10
118	129
119	33
120	14
121	5
122	24
123	41
124	34
125	47
126	73
127	7
128	18
129	21
130	13
131	31
132	29
133	21
134	11
135	12
136	29
137	27
138	9
139	62
140	6
141	55
142	205
143	876
144	218
145	25
146	12
147	53
148	9
149	7
150	39
151	19
152	466
153	14
154	10
155	21
156	25
157	44
158	13
159	6
160	120
161	13
162	76
163	608
164	34
165	8
166	14
167	12
168	254
169	16
170	3
171	5
172	6
173	16
174	14
175	71
176	394
177	40
178	8
179	6
180	25
181	50
182	259
183	26
184	16
185	50
186	42
187	11
188	62
189	244
190	12
191	5
192	10
193	68
194	29
195	174
196	8
197	47
198	41
199	78
200	6
201	56
202	41
203	85
204	340
205	25
206	6
207	6
208	13
209	25
210	23
211	12
212	15
213	18
214	6
215	6
216	6
217	18
218	60
219	166
220	28
221	144
222	187
223	729
224	54
225	6
226	66
227	23
228	19
229	45
230	104
231	65
232	10
233	15
234	16
235	59
236	36
237	178
238	89
239	49
240	12
241	5
242	192
243	229
244	10
245	21
246	37
247	42
248	219
249	15
250	33
251	647
252	6
253	6
254	17
255	14
256	62
257	8
258	6
259	3
260	22
261	76
262	22
263	80
264	45
265	149
266	104
267	6
268	32
269	15
270	17
271	11
272	37
273	7
274	6
275	35
276	4
277	29
278	36
279	12
280	111
281	5
282	418
283	42
284	17
285	7
286	35
287	40
288	27
289	18
290	20
291	444
292	9
293	6
294	33
295	40
296	5
297	6
298	508
299	8
300	16
301	20
302	11
303	27
304	68
305	70
306	20
307	7
308	82
309	21
310	11
311	25
312	181
313	16
314	13
315	67
316	3
317	302
318	6
319	174
320	145
321	6
322	31
323	275
324	15
325	44
326	170
327	38
328	8
329	25
330	10
331	206
332	23
333	5
334	29
335	58
336	21
337	7
338	24
339	8
340	7
341	9
342	6
343	44
344	85
345	15
346	22
347	100
348	23
349	88
350	8
351	13
352	17
353	81
354	41
355	143
356	124
357	30
358	8
359	18
360	11
361	63
362	36
363	531
364	78
365	53
366	66
367	633
368	29
369	67
370	12
371	45
372	269
373	396
374	4
375	32
376	14
377	11
378	367
379	703
380	19
381	20
382	38
383	8
384	8
385	51
386	55
387	103
388	3
389	11
390	24
391	9
392	7
393	11
394	3
395	7
396	8
397	11
398	16
399	5
400	16
401	94
402	5
403	5
404	28
405	134
406	38
407	283
408	16
409	12
410	43
411	31
412	20
413	5
414	9
415	8
416	59
417	79
418	13
419	3
420	6
421	19
422	11
423	7
424	6
425	7
426	18
427	24
428	13
429	10
430	45
431	6
432	49
433	8
434	27
435	387
436	30
437	464
438	9
439	113
440	658
441	8
442	14
443	9
444	14
445	36
446	13
447	55
448	13
449	111
450	7
451	8
452	30
453	5
454	34
455	7
456	106
457	42
458	6
459	49
460	59
461	26
462	11
463	515
464	47
465	27
466	60
467	13
468	14
469	63
470	21
471	20
472	11
473	22
474	167
475	38
476	19
477	125
478	10
479	6
480	99
481	36
482	53
483	13
484	70
485	18
486	10
487	42
488	66
489	50
490	10
491	6
492	19
493	15
494	25
495	23
496	41
497	12
498	18
499	8
500	34
501	251
502	7
503	9
504	3
505	5
506	202
507	83
508	78
509	30
510	9
511	61
512	7
513	6
514	28
515	686
516	5
517	24
518	101
519	11
520	38
521	40
522	101
523	16
524	186
525	72
526	59
527	244
528	143
529	214
530	24
531	20
532	8
533	6
534	45
535	38
536	10
537	44
538	55
539	8
540	20
541	88
542	26
543	6
544	28
545	56
546	18
547	8
548	20
549	32
550	20
551	337
552	94
553	38
554	15
555	17
556	11
557	252
558	53
559	41
560	22
561	11
562	24
563	57
564	74
565	11
566	98
567	19
568	6
569	5
570	9
571	17
572	43
573	89
574	387
575	98
576	33
577	4
578	16
579	10
580	60
581	46
582	5
583	9
584	10
585	12
586	5
587	32
588	13
589	6
590	58
591	24
592	177
593	60
594	38
595	95
596	237
597	19
598	6
599	46
600	110
601	64
602	6
603	55
604	154
605	445
606	25
607	18
608	114
609	38
610	16
611	267
612	13
613	36
614	35
615	4
616	79
617	7
618	39
619	25
620	32
621	11
622	20
623	64
624	15
625	18
626	41
627	60
628	156
629	16
630	28
631	115
632	10
633	59
634	26
635	119
636	27
637	42
638	14
639	50
640	5
641	15
642	24
643	8
644	360
645	4
646	150
647	35
648	67
649	15
650	75
651	36
652	17
653	229
654	21
655	6
656	258
657	21
658	118
659	24
660	13
661	48
662	4
663	21
664	5
665	15
666	146
667	13
668	18
669	4
670	4
671	122
672	16
673	178
674	13
675	68
676	20
677	269
678	78
679	15
680	29
681	22
682	65
683	24
684	13
685	7
686	69
687	10
688	498
689	51
690	6
691	19
692	5
693	7
694	57
695	86
696	9
697	55
698	163
699	71
700	211
701	10
702	111
703	2
704	85
705	21
706	51
707	36
708	82
709	167
710	94
711	151
712	10
713	9
714	19
715	5
716	133
717	52
718	7
719	88
720	492
721	20
722	5
723	13
724	16
725	47
726	74
727	31
728	27
729	7
730	13
731	24
732	105
733	76
734	61
735	5
736	3
737	38
738	12
739	13
740	83
741	7
742	49
743	14
744	7
745	15
746	22
747	6
748	151
749	5
750	87
751	78
752	71
753	30
754	31
755	6
756	12
757	153
758	47
759	24
760	14
761	213
762	15
763	12
764	31
765	17
766	13
767	89
768	8
769	138
770	61
771	7
772	109
773	38
774	358
775	17
776	23
777	51
778	8
779	50
780	41
781	10
782	12
783	123
784	68
785	95
786	11
787	30
788	231
789	5
790	30
791	77
792	5
793	103
794	1778
795	5
796	7
797	86
798	75
799	4
800	85
801	21
802	7
803	6
804	10
805	24
806	140
807	92
808	21
809	200
810	110
811	30
812	9
813	41
814	31
815	4
816	38
817	152
818	8
819	7
820	12
821	14
822	11
823	18
824	102
825	7
826	11
827	13
828	11
829	62
830	115
831	294
832	750
833	16
834	32
835	4
836	26
837	28
838	5
839	14
840	2682
841	12
842	29
843	22
844	114
845	143
846	6
847	115
848	84
849	5
850	9
851	65
852	88
853	19
854	4
855	18
856	289
857	50
858	53
859	3
860	78
861	20
862	20
863	50
864	25
865	6
866	7
867	173
868	20
869	104
870	80
871	14
872	65
873	42
874	6
875	69
876	6
877	40
878	34
879	9
880	8
881	32
882	32
883	58
884	150
885	15
886	33
887	10
888	14
889	42
890	7
891	749
892	26
893	39
894	152
895	27
896	135
897	94
898	6
899	48
900	36
901	8
902	37
903	12
904	7
905	22
906	283
907	18
908	7
909	6
910	26
911	444
912	9
913	46
914	7
915	170
916	50
917	30
918	32
919	229
920	40
921	40
922	52
923	13
924	17
925	44
926	128
927	11
928	141
929	5
930	55
931	13
932	154
933	5
934	15
935	46
936	766
937	190
938	28
939	178
940	58
941	93
942	5
943	19
944	35
945	10
946	211
947	7
948	44
949	5
950	344
951	14
952	9
953	32
954	18
955	8
956	65
957	8
958	71
959	21
960	111
961	17
962	19
963	9
964	12
965	31
966	176
967	26
968	6
969	8
970	309
971	7
972	60
973	9
974	18
975	10
976	156
977	76
978	30
979	23
980	28
981	299
982	13
983	14
984	13
985	49
986	75
987	7
988	250
989	8
990	5
991	20
992	29
993	46
994	22
995	29
996	15
997	54
998	52
999	108
1000	10
1001	151
1002	22
1003	9
1004	19
1005	79
1006	49
1007	29
1008	107
1009	137
1010	64
1011	76
1012	44
1013	38
1014	347
1015	47
1016	64
1017	51
1018	91
1019	262
1020	16
1021	508
1022	215
1023	6
1024	32
1025	143
1026	84
1027	28
1028	4
1029	170
1030	7
1031	15
1032	12
1033	236
1034	10
1035	7
1036	27
1037	46
1038	14
1039	12
1040	14
1041	6
1042	7
1043	15
1044	15
1045	36
1046	47
1047	206
1048	12
1049	85
1050	8
1051	5
1052	93
1053	17
1054	17
1055	30
1056	63
1057	6
1058	202
1059	11
1060	29
1061	23
1062	21
1063	35
1064	50
1065	12
1066	13
1067	79
1068	8
1069	31
1070	18
1071	10
1072	191
1073	8
1074	13
1075	80
1076	19
1077	73
1078	25
1079	59
1080	7
1081	58
1082	12
1083	13
1084	336
1085	25
1086	31
1087	50
1088	6
1089	17
1090	114
1091	194
1092	19
1093	39
1094	18
1095	314
1096	20
1097	44
1098	117
1099	67
1100	15
1101	117
1102	242
1103	7
1104	52
1105	8
1106	151
1107	13
1108	11
1109	124
1110	17
1111	7
1112	15
1113	11
1114	83
1115	187
1116	32
1117	23
1118	45
1119	4
1120	24
1121	8
1122	22
1123	9
1124	31
1125	11
1126	14
1127	83
1128	7
1129	96
1130	56
1131	87
1132	18
1133	12
1134	24
1135	31
1136	12
1137	24
1138	61
1139	7
1140	13
1141	41
1142	54
1143	14
1144	15
1145	96
1146	9
1147	14
1148	7
1149	90
1150	6
1151	4
1152	63
1153	9
1154	5
1155	22
1156	7
1157	58
1158	14
1159	15
1160	5
1161	32
1162	67
1163	313
1164	10
1165	7
1166	45
1167	91
1168	7
1169	12
1170	11
1171	43
1172	7
1173	8
1174	10
1175	18
1176	152
1177	167
1178	5
1179	316
1180	5
1181	147
1182	17
1183	203
1184	130
1185	180
1186	70
1187	26
1188	25
1189	12
1190	43
1191	223
1192	69
1193	41
1194	7
1195	21
1196	36
1197	6
1198	12
1199	41
1200	70
1201	13
1202	122
1203	35
1204	28
1205	58
1206	38
1207	147
1208	21
1209	87
1210	51
1211	9
1212	13
1213	375
1214	3
1215	15
1216	34
1217	15
1218	210
1219	3
1220	17
1221	41
1222	13
1223	19
1224	361
1225	28
1226	31
1227	16
1228	27
1229	13
1230	21
1231	4
1232	51
1233	25
1234	620
1235	8
1236	35
1237	2
1238	45
1239	13
1240	143
1241	27
1242	59
1243	54
1244	22
1245	13
1246	16
1247	8
1248	14
1249	40
1250	21
1251	103
1252	49
1253	6
1254	118
1255	4
1256	32
1257	136
1258	9
1259	20
1260	12
1261	7
1262	8
1263	6
1264	27
1265	37
1266	87
1267	21
1268	6
1269	12
1270	13
1271	14
1272	27
1273	62
1274	25
1275	5
1276	14
1277	24
1278	98
1279	38
1280	97
1281	12
1282	43
1283	32
1284	6
1285	8
1286	153
1287	55
1288	81
1289	7
1290	24
1291	12
1292	14
1293	323
1294	49
1295	12
1296	33
1297	6
1298	10
1299	51
1300	22
1301	14
1302	23
1303	18
1304	20
1305	233
1306	40
1307	7
1308	5
1309	6
1310	4
1311	9
1312	26
1313	8
1314	89
1315	55
1316	237
1317	14
1318	66
1319	23
1320	60
1321	18
1322	57
1323	28
1324	21
1325	23
1326	32
1327	66
1328	7
1329	14
1330	12
1331	37
1332	291
1333	5
1334	14
1335	5
1336	15
1337	40
1338	4
1339	17
1340	10
1341	5
1342	12
1343	27
1344	5
1345	11
1346	30
1347	3
1348	84
1349	66
1350	36
1351	39
1352	32
1353	7
1354	5
1355	4
1356	92
1357	40
1358	28
1359	23
1360	12
1361	188
1362	76
1363	36
1364	40
1365	80
1366	44
1367	29
1368	68
1369	14
1370	8
1371	75
1372	34
1373	148
1374	88
1375	98
1376	24
1377	80
1378	113
1379	10
1380	25
1381	109
1382	116
1383	6
1384	50
1385	5
1386	35
1387	7
1388	7
1389	9
1390	74
1391	91
1392	38
1393	120
1394	8
1395	62
1396	312
1397	15
1398	30
1399	29
1400	23
1401	5
1402	29
1403	14
1404	101
1405	4
1406	150
1407	109
1408	12
1409	170
1410	14
1411	62
1412	16
1413	21
1414	515
1415	18
1416	58
1417	6
1418	23
1419	180
1420	6
1421	108
1422	55
1423	13
1424	4
1425	276
1426	15
1427	42
1428	17
1429	34
1430	28
1431	4
1432	121
1433	8
1434	8
1435	9
1436	11
1437	55
1438	8
1439	9
1440	387
1441	114
1442	9
1443	19
1444	6
1445	494
1446	11
1447	4
1448	72
1449	97
1450	43
1451	16
1452	9
1453	108
1454	45
1455	22
1456	15
1457	219
1458	302
1459	114
1460	311
1461	5
1462	9
1463	85
1464	30
1465	94
1466	92
1467	18
1468	4
1469	4
1470	84
1471	110
1472	50
1473	36
1474	1340
1475	20
1476	23
1477	16
1478	7
1479	34
1480	3
1481	57
1482	20
1483	54
1484	98
1485	20
1486	23
1487	193
1488	5
1489	16
1490	90
1491	11
1492	8
1493	33
1494	24
1495	5
1496	9
1497	6
1498	115
1499	6
1500	10
1501	44
1502	18
1503	42
1504	12
1505	3
1506	4
1507	15
1508	129
1509	101
1510	53
1511	6
1512	15
1513	12
1514	24
1515	133
1516	80
1517	6
1518	53
1519	38
1520	42
1521	37
1522	80
1523	9
1524	26
1525	15
1526	59
1527	28
1528	5
1529	14
1530	12
1531	34
1532	39
1533	57
1534	18
1535	453
1536	5
1537	60
1538	103
1539	14
1540	14
1541	46
1542	67
1543	18
1544	84
1545	492
1546	19
1547	43
1548	13
1549	8
1550	51
1551	100
1552	356
1553	53
1554	65
1555	60
1556	19
1557	28
1558	4
1559	5
1560	29
1561	7
1562	103
1563	258
1564	14
1565	104
1566	4
1567	9
1568	89
1569	57
1570	5
1571	46
1572	143
1573	87
1574	5
1575	114
1576	6
1577	58
1578	347
1579	83
1580	10
1581	46
1582	34
1583	27
1584	6
1585	9
1586	114
1587	339
1588	18
1589	19
1590	339
1591	18
1592	15
1593	399
1594	9
1595	7
1596	28
1597	16
1598	208
1599	91
1600	37
1601	5
1602	17
1603	14
1604	18
1605	37
1606	5
1607	24
1608	5
1609	5
1610	51
1611	11
1612	234
1613	20
1614	74
1615	45
1616	30
1617	7
1618	62
1619	98
1620	27
1621	106
1622	16
1623	41
1624	6
1625	29
1626	6
1627	6
1628	75
1629	35
1630	142
1631	28
1632	219
1633	34
1634	51
1635	25
1636	10
1637	47
1638	272
1639	67
1640	62
1641	27
1642	21
1643	168
1644	5
1645	99
1646	17
1647	153
1648	20
1649	15
1650	3
1651	13
1652	4
1653	70
1654	5
1655	41
1656	41
1657	20
1658	47
1659	165
1660	33
1661	58
1662	16
1663	7
1664	93
1665	11
1666	11
1667	14
1668	4
1669	27
1670	21
1671	5
1672	9
1673	6
1674	6
1675	71
1676	18
1677	155
1678	64
1679	18
1680	50
1681	185
1682	12
1683	21
1684	14
1685	12
1686	42
1687	35
1688	176
1689	4
1690	11
1691	49
1692	4
1693	5
1694	13
1695	58
1696	6
1697	12
1698	10
1699	6
1700	17
1701	5
1702	13
1703	32
1704	186
1705	45
1706	670
1707	64
1708	71
1709	6
1710	20
1711	84
1712	52
1713	12
1714	6
1715	22
1716	12
1717	5
1718	53
1719	81
1720	54
1721	26
1722	23
1723	67
1724	7
1725	11
1726	11
1727	46
1728	12
1729	154
1730	102
1731	163
1732	6
1733	48
1734	9
1735	215
1736	11
1737	12
1738	28
1739	12
1740	18
1741	13
1742	87
1743	23
1744	23
1745	13
1746	160
1747	48
1748	12
1749	16
1750	8
1751	7
1752	252
1753	51
1754	46
1755	5
1756	6
1757	9
1758	26
1759	56
1760	71
